"","prov","distinct","adm.year","adm.total","adm.male","adm.female","pop.age","pop.year","pop.total","pop.male","pop.female","adm.per.pop.total","adm.per.pop.male","adm.per.pop.female"
"247","경기","광주시",2014,3122,1535,1587,"4",2012,3055,1530,1525,1.04442244273015,1.02354475930827,1.06555221330657
"248","경기","광주시",2015,2939,1461,1478,"4",2013,3046,1597,1449,0.986107355726694,0.933329923094627,1.04441644398624
"249","경기","광주시",2016,2816,1424,1392,"4",2014,3402,1787,1615,0.845965890369567,0.8129715108575,0.882539924193351
"250","경기","광주시",2017,3151,1628,1523,"4",2015,3527,1824,1703,0.91305608428632,0.910582829117167,0.915699354014617
"251","경기","광주시",2018,3451,1781,1670,"4",2016,3814,1969,1845,0.924738165110672,0.922801078270813,0.926803687562563
"252","경기","광주시",2019,3728,1931,1797,"4",2017,3541,1808,1733,1.07598071688738,1.08961666687438,1.06173752482961
"253","경기","광주시",2020,3312,1680,1632,"4",2018,3945,2039,1906,0.85802083120278,0.840585600122042,0.876728068123474
"254","경기","구리시",2010,1999,1015,984,"4",2008,2130,1073,1057,0.95915258584672,0.965064210950925,0.953208186481955
"255","경기","구리시",2011,1831,938,893,"4",2009,1838,1017,821,1.01811620156645,0.940961328986172,1.11371983456189
"256","경기","구리시",2012,1653,919,734,"4",2010,1939,1042,897,0.871263570924673,0.899782790374672,0.837859637118973
"257","경기","구리시",2013,1736,946,790,"4",2011,2073,1098,975,0.855864336807502,0.878979378394595,0.829640850487833
"258","경기","구리시",2014,1802,954,848,"4",2012,1829,878,951,1.00692144983154,1.10852055054168,0.913025669426374
"259","경기","구리시",2015,1607,784,823,"4",2013,1713,906,807,0.958766884207018,0.882831366485791,1.04422467876445
"260","경기","구리시",2016,1524,804,720,"4",2014,1681,856,825,0.926556196589894,0.958235318670498,0.893606255531199
"261","경기","구리시",2017,1598,839,759,"4",2015,1612,804,808,1.01313250376737,1.06462289625265,0.961829443511497
"262","경기","구리시",2018,1693,853,840,"4",2016,1852,966,886,0.934265877078928,0.900869315640998,0.970763003328193
"263","경기","구리시",2019,1806,929,877,"4",2017,1752,935,817,1.0535087704193,1.01366393042066,1.09912019929486
"264","경기","구리시",2020,1598,845,753,"4",2018,1881,948,933,0.868245399294521,0.909365055918646,0.826382258682221
"265","경기","군포시",2010,3089,1593,1496,"4",2008,3081,1600,1481,1.02466221414172,1.01574731531533,1.03429443373153
"266","경기","군포시",2011,2990,1550,1440,"4",2009,2845,1458,1387,1.07409681527618,1.08458617476064,1.06304997954324
"267","경기","군포시",2012,2753,1400,1353,"4",2010,3122,1624,1498,0.901213780596372,0.879492014906015,0.924812381861289
"268","경기","군포시",2013,2838,1463,1375,"4",2011,3245,1670,1575,0.893824390205623,0.893753478237545,0.89390176024533
"269","경기","군포시",2014,2995,1551,1444,"4",2012,3119,1615,1504,0.98137719846157,0.979781333460252,0.983075809151815
"270","경기","군포시",2015,2892,1507,1385,"4",2013,2882,1473,1409,1.02555468621062,1.04375938974712,1.00648297425906
"271","경기","군포시",2016,2679,1361,1318,"4",2014,3050,1585,1465,0.897692063415243,0.87602953530159,0.921181988957005
"272","경기","군포시",2017,2682,1415,1267,"4",2015,3006,1545,1461,0.91185190250866,0.93436776263219,0.887961326669684
"273","경기","군포시",2018,2625,1346,1279,"4",2016,2904,1488,1416,0.92381967423372,0.922851916931221,0.924857757258448
"274","경기","군포시",2019,2511,1291,1220,"4",2017,2603,1310,1293,0.985886809082638,1.00541378766615,0.966115296244899
"275","경기","군포시",2020,2338,1185,1153,"4",2018,2430,1250,1180,0.983315181945194,0.967159778951847,1.00049506875902
"276","경기","김포시",2010,2576,1335,1241,"4",2008,2461,1279,1182,1.06976591510519,1.06487985479551,1.07503339980404
"277","경기","김포시",2011,2662,1400,1262,"4",2009,2192,1156,1036,1.24114354415028,1.23554933581952,1.2472894585831
"278","경기","김포시",2012,2601,1357,1244,"4",2010,2456,1285,1171,1.08234695837882,1.07737429611195,1.08775512388707
"279","경기","김포시",2013,3302,1719,1583,"4",2011,2931,1483,1448,1.15137225998402,1.18256389575401,1.11938634665377
"280","경기","김포시",2014,3827,1938,1889,"4",2012,3522,1794,1728,1.11051293606136,1.10210056235781,1.11932414542841
"281","경기","김포시",2015,4265,2158,2107,"4",2013,3679,1928,1751,1.18479649018519,1.14191637503835,1.23210023941358
"282","경기","김포시",2016,4133,2137,1996,"4",2014,4485,2377,2108,0.941797361050489,0.917202501300303,0.969521809102378
"283","경기","김포시",2017,4856,2591,2265,"4",2015,4703,2386,2317,1.05525692445805,1.107865054619,1.00094410231261
"284","경기","김포시",2018,5362,2712,2650,"4",2016,5090,2528,2562,1.07662271529778,1.0944665820938,1.05909373978396
"285","경기","김포시",2019,6010,3023,2987,"4",2017,4921,2525,2396,1.24817539812373,1.2214245777547,1.27648601566798
"286","경기","김포시",2020,5412,2756,2656,"4",2018,5572,2854,2718,0.992661530200062,0.985178974062346,1.00056722013734
"287","경기","남양주시",2010,6436,3320,3116,"4",2008,6300,3242,3058,1.04407091407174,1.04475621462247,1.04334423420084
"288","경기","남양주시",2011,6648,3403,3245,"4",2009,5995,3107,2888,1.13332986862156,1.11740493691703,1.15049613671464
"289","경기","남양주시",2012,6176,3235,2941,"4",2010,6875,3555,3320,0.918098115858169,0.928377421979272,0.907036143721442
"290","경기","남양주시",2013,6846,3544,3302,"4",2011,7610,3912,3698,0.919404763075701,0.924239993087737,0.914277042021707
"291","경기","남양주시",2014,7590,3918,3672,"4",2012,7389,3889,3500,1.0498097952487,1.02781837714221,1.07424237718501
"292","경기","남양주시",2015,7243,3775,3468,"4",2013,7197,3667,3530,1.02854072874168,1.0502578492701,1.00593990309266
"293","경기","남양주시",2016,7049,3628,3421,"4",2014,7544,3889,3655,0.95494936030843,0.951741978629897,0.958370297591614
"294","경기","남양주시",2017,7192,3700,3492,"4",2015,7698,3947,3751,0.954830500238589,0.956366791987995,0.95322368167001
"295","경기","남양주시",2018,7351,3780,3571,"4",2016,7752,3927,3825,0.969141452997602,0.982021030547465,0.955929938004385
"296","경기","남양주시",2019,7734,3947,3787,"4",2017,6848,3555,3293,1.15423682860261,1.13270654854782,1.17752795660818
"297","경기","남양주시",2020,7055,3634,3421,"4",2018,6943,3590,3353,1.03849489056832,1.03271471290123,1.04468936406124
"298","경기","동두천시",2010,1015,526,489,"4",2008,939,481,458,1.10472698168643,1.11565664826415,1.09322872282167
"299","경기","동두천시",2011,931,459,472,"4",2009,876,440,436,1.08617570903695,1.06426529185582,1.10846800428086
"300","경기","동두천시",2012,804,413,391,"4",2010,953,493,460,0.862219140165164,0.854659299191022,0.870335259293407
"301","경기","동두천시",2013,896,460,436,"4",2011,1040,524,516,0.880499637817346,0.895604845713454,0.865175953150765
"302","경기","동두천시",2014,983,491,492,"4",2012,929,449,480,1.08141481543786,1.11564247663668,1.0495219303244
"303","경기","동두천시",2015,866,414,452,"4",2013,908,435,473,0.974734986877328,0.970959184456241,0.978464213905285
"304","경기","동두천시",2016,863,431,432,"4",2014,980,510,470,0.89999320669395,0.862178093671395,0.941138503165837
"305","경기","동두천시",2017,923,482,441,"4",2015,924,483,441,1.0209024383668,1.01809849973965,1.02392383446283
"306","경기","동두천시",2018,835,439,396,"4",2016,878,442,436,0.97195569969363,1.0132862300243,0.929985867998352
"307","경기","동두천시",2019,803,401,402,"4",2017,807,412,395,1.01694279066818,0.99297210110117,1.04206932013686
"308","경기","동두천시",2020,733,377,356,"4",2018,775,407,368,0.966622240640724,0.945010928645451,0.990535013773827
"309","경기","부천시",2010,8247,4254,3993,"4",2008,8283,4273,4010,1.01756660231407,1.0156743450587,1.01958301022695
"310","경기","부천시",2011,7620,3898,3722,"4",2009,7626,3920,3706,1.02120441022004,1.01448506478577,1.0283444446494
"311","경기","부천시",2012,6986,3558,3428,"4",2010,7835,4113,3722,0.911263744499221,0.882545539334135,0.943044305356955
"312","경기","부천시",2013,7249,3755,3494,"4",2011,8476,4360,4116,0.87406083952371,0.878644797827436,0.869190932364707
"313","경기","부천시",2014,7777,3979,3798,"4",2012,7711,3888,3823,1.03075608457041,1.04408912646111,1.01722802074021
"314","경기","부천시",2015,7048,3609,3439,"4",2013,7356,3785,3571,0.979216417299975,0.972771611858161,0.986075067689073
"315","경기","부천시",2016,6657,3403,3254,"4",2014,7433,3772,3661,0.915311534906485,0.920407512990774,0.910092367479392
"316","경기","부천시",2017,6934,3528,3406,"4",2015,7349,3741,3608,0.964295413760511,0.962123357701836,0.966597721779492
"317","경기","부천시",2018,7070,3575,3495,"4",2016,7499,3893,3606,0.963541825955273,0.936874745906819,0.992405380323793
"318","경기","부천시",2019,7059,3638,3421,"4",2017,6769,3485,3284,1.06579377444949,1.06500047697692,1.06663929284329
"319","경기","부천시",2020,6172,3198,2974,"4",2018,6960,3562,3398,0.906298349496004,0.915955625451024,0.896159353646987
"320","경기","성남시",2010,8852,4638,4214,"4",2008,8708,4508,4200,1.03890897041994,1.04963118889875,1.02733691391104
"321","경기","성남시",2011,8517,4411,4106,"4",2009,8093,4127,3966,1.07555251009221,1.09041666154362,1.06006839745446
"322","경기","성남시",2012,7665,3948,3717,"4",2010,8385,4300,4085,0.93425106919573,0.936695811819716,0.931682960268873
"323","경기","성남시",2013,7917,4076,3841,"4",2011,9120,4664,4456,0.887197517463571,0.891590687220846,0.882605800756674
"324","경기","성남시",2014,8606,4427,4179,"4",2012,8400,4297,4103,1.04707205016719,1.05107585152133,1.04289000834028
"325","경기","성남시",2015,7921,4067,3854,"4",2013,8090,4109,3981,1.00065876307793,1.00978268886892,0.991259095207173
"326","경기","성남시",2016,7483,3825,3658,"4",2014,8626,4456,4170,0.886585864446705,0.875741936745509,0.898204649032384
"327","경기","성남시",2017,8106,4157,3949,"4",2015,8364,4373,3991,0.990483138129358,0.969818439267916,1.01314838944969
"328","경기","성남시",2018,7902,4071,3831,"4",2016,8519,4466,4053,0.947988171339953,0.929977140956465,0.967839183278339
"329","경기","성남시",2019,7813,4093,3720,"4",2017,7999,4063,3936,0.998243839782093,1.02774367406645,0.967732892327677
"330","경기","성남시",2020,7248,3704,3544,"4",2018,7646,3855,3791,0.968809530119642,0.980249175337427,0.957210780621545
"331","경기","수원시",2010,11610,6047,5563,"4",2008,11484,5928,5556,1.03322176767499,1.04069067618059,1.02521387529099
"332","경기","수원시",2011,10941,5633,5308,"4",2009,10383,5323,5060,1.07693297582651,1.07962560269774,1.07410824374085
"333","경기","수원시",2012,10298,5241,5057,"4",2010,10493,5379,5114,1.00301568829185,0.994036897962821,1.01251130834543
"334","경기","수원시",2013,11042,5631,5411,"4",2011,11642,6033,5609,0.969336707381285,0.952230509147273,0.987778903240931
"335","경기","수원시",2014,12350,6416,5934,"4",2012,11444,5874,5570,1.10291900349821,1.11434662758919,1.09083734895915
"336","경기","수원시",2015,11849,6089,5760,"4",2013,11187,5755,5432,1.08248670898676,1.07942018755252,1.08575134140389
"337","경기","수원시",2016,11258,5747,5511,"4",2014,12069,6238,5831,0.953332652672134,0.939908802053743,0.967731821595724
"338","경기","수원시",2017,11580,5984,5596,"4",2015,12098,6262,5836,0.978249175461581,0.9749187243611,0.981815931743319
"339","경기","수원시",2018,11749,6072,5677,"4",2016,12698,6478,6220,0.945627497449738,0.956270391607104,0.934536271422106
"340","경기","수원시",2019,12205,6273,5932,"4",2017,11370,5865,5505,1.09706366247557,1.09118191901557,1.10334535622771
"341","경기","수원시",2020,10731,5521,5210,"4",2018,11271,5828,5443,0.973043501134653,0.966469368665664,0.980092444892771
"342","경기","시흥시",2010,4860,2513,2347,"4",2008,4859,2482,2377,1.02221884127576,1.03295309541186,1.01100094214736
"343","경기","시흥시",2011,4589,2386,2203,"4",2009,4418,2235,2183,1.06156565053008,1.08913772670079,1.03330472163152
"344","경기","시흥시",2012,4164,2099,2065,"4",2010,4557,2276,2281,0.933869525579339,0.940870974329421,0.926963050489149
"345","경기","시흥시",2013,4245,2122,2123,"4",2011,4702,2335,2367,0.922676758236431,0.927146545837882,0.918373595506799
"346","경기","시흥시",2014,4395,2199,2196,"4",2012,4370,2277,2093,1.02785523877685,0.985262806896294,1.07431282392756
"347","경기","시흥시",2015,4152,2179,1973,"4",2013,4152,2150,2002,1.02200850818085,1.03397171932886,1.00909177092666
"348","경기","시흥시",2016,4069,2106,1963,"4",2014,4105,2086,2019,1.01304570518584,1.02999224004545,0.995523767731817
"349","경기","시흥시",2017,4248,2165,2083,"4",2015,4110,2112,1998,1.05632412232415,1.04581261658853,1.06748415775079
"350","경기","시흥시",2018,4662,2422,2240,"4",2016,4147,2170,1977,1.14892781893878,1.13868682291187,1.16013626160685
"351","경기","시흥시",2019,5317,2756,2561,"4",2017,3965,2038,1927,1.37049665523268,1.37963728752401,1.36080380906036
"352","경기","시흥시",2020,4959,2537,2422,"4",2018,4527,2344,2183,1.11953615906093,1.10421273059181,1.13602543612871
"353","경기","안산시",2010,7654,3947,3707,"4",2008,7961,4148,3813,0.982596799600076,0.970774296067379,0.995459127813721
"354","경기","안산시",2011,7397,3852,3545,"4",2009,7008,3586,3422,1.07873814711954,1.09588727273978,1.06072764265656
"355","경기","안산시",2012,6600,3390,3210,"4",2010,6813,3513,3300,0.990056678995097,0.984490293030576,0.995998638977482
"356","경기","안산시",2013,6424,3298,3126,"4",2011,7561,3887,3674,0.868322001924846,0.865617445738525,0.871199212447145
"357","경기","안산시",2014,7139,3668,3471,"4",2012,6823,3501,3322,1.06934174701789,1.06887545969246,1.06984937670695
"358","경기","안산시",2015,6508,3354,3154,"4",2013,6359,3306,3053,1.04595555452759,1.03502323438413,1.05779750209491
"359","경기","안산시",2016,5900,3037,2863,"4",2014,6488,3347,3141,0.929385049054716,0.92571855666349,0.933299566401493
"360","경기","안산시",2017,6090,3146,2944,"4",2015,6313,3183,3130,0.985907146336347,1.00835154870167,0.963077242382932
"361","경기","안산시",2018,5745,2909,2836,"4",2016,6147,3051,3096,0.955171446152427,0.972727969445904,0.937935398752129
"362","경기","안산시",2019,5611,2815,2796,"4",2017,5376,2744,2632,1.0666833592639,1.04660831832147,1.08772455971052
"363","경기","안산시",2020,5094,2610,2484,"4",2018,4934,2489,2445,1.05515025145384,1.06980716124124,1.04025636188371
"364","경기","안성시",2010,1798,937,861,"4",2008,1863,946,917,0.986350669731167,1.01050471547743,0.961394134648308
"365","경기","안성시",2011,1852,948,904,"4",2009,1696,875,821,1.11601400775409,1.10532546165925,1.12743866791035
"366","경기","안성시",2012,1696,876,820,"4",2010,1859,990,869,0.932397218867519,0.902731925118077,0.966188198227298
"367","경기","안성시",2013,1813,966,847,"4",2011,2104,1077,1027,0.880656570975226,0.915063669659317,0.844462987137311
"368","경기","안성시",2014,2031,1044,987,"4",2012,2024,1058,966,1.02554312258661,1.00671078424554,1.0461830482555
"369","경기","안성시",2015,1926,990,936,"4",2013,1939,984,955,1.01515646557829,1.02643153446958,1.00355257492902
"370","경기","안성시",2016,1802,919,883,"4",2014,1889,967,922,0.974938767465266,0.969569459741891,0.980612522592929
"371","경기","안성시",2017,1809,938,871,"4",2015,1933,993,940,0.956447693377731,0.963703596756231,0.94876346789056
"372","경기","안성시",2018,1888,984,904,"4",2016,1887,946,941,1.02255011311364,1.06119171828152,0.983663279866525
"373","경기","안성시",2019,1787,897,890,"4",2017,1690,895,795,1.08066816811785,1.02249053782124,1.14627951279487
"374","경기","안성시",2020,1681,886,795,"4",2018,1579,782,797,1.0880280571577,1.15589093764681,1.02135438945791
"375","경기","안양시",2010,6023,3126,2897,"4",2008,5832,3041,2791,1.0554796373068,1.04872698611365,1.0628116619272
"376","경기","안양시",2011,5482,2893,2589,"4",2009,5291,2730,2561,1.05890203021119,1.08112441867502,1.03511862843587
